ID,Hashtags,URLs
1627690791446450177,,
1627690790733627394,,"https://t.co/oVdLuRIXmZ, https://t.co/B12jGZlLF9"
1627690789793939462,,
1627690788908937216,,https://t.co/UlqJDiPEeN
1627690787327598596,,
1627690787117928451,,
1627690786862120961,,https://t.co/iC8UVK5VEa
1627690786656591874,,
1627690784966447104,,
1627690784391561225,,"https://t.co/xh6UcXOryl, https://t.co/XdkRnh14ip"
1627690782382604290,,
1627690781866700801,,
1627690781367566344,,
1627690781065596933,,
1627690779488489473,,
1627690779115413505,,
1627690778263793665,,
1627690777731014656,,
1627690775122219009,,
1627690771565494272,,
1627690771552911365,,
1627690770655244300,,
1627690769468522496,#précarité,
1627690768667381760,,
1627690767492808705,,
1627690767002087427,,
1627690765378891776,,
1627690763323641857,,
1627690762724069377,,
1627690762245746688,,
1627690760110804993,,https://t.co/dp4Qe0WBXs
1627690759099977737,,
1627690758890299393,,
1627690758496227328,,
1627690758231695360,,
1627690756721852416,,
1627690756633726976,,
1627690755622948865,,
1627690753341227008,,
1627690753072807938,,
1627690751277817856,,
1627690750866763776,,
1627690750740959235,,
1627690749314666496,,
1627690748501020673,,
1627690746823299077,,https://t.co/fTxrMR9QIV
1627690745745342467,,
1627690745560694787,,
1627690740569735169,,
1627690737918947328,,
1627690737470156805,,
1627690737381916673,,
1627690736144781313,#CIAM,https://t.co/OPwf2ddgtU
1627690733804060675,,https://t.co/hiXTId1X51
1627690733653073921,,
1627690731820273665,,
1627690731207815168,,
1627690730432110598,,https://t.co/ChbbVAgyPn
1627690730087931904,,
1627690730050277379,,
1627690729819570179,"#EEUU, #USA, #Florida, #COVID19, #Repentinitis",https://t.co/CSsvzLXy20
1627690728666066947,,https://t.co/UXkH9ScjdW
1627690728305397762,,
1627690726145523714,,
1627690725126156288,,
1627690722043260932,,
1627690720931766272,,
1627690719560273923,,
1627690716284522496,,
1627690713881231362,,
1627690713591988224,,
1627690713474383874,,https://t.co/BYZO8a5INM
1627690712656494594,"#familyday, #covid",https://t.co/onoVw5etci
1627690712467664901,,
1627690711138070528,,
1627690709162532864,,
1627690707682045953,,
1627690706214035456,,
1627690704603422721,,
1627690704574054401,,"https://t.co/yVL60sUlhl, https://t.co/sXwVKdeDy6"
1627690699381518336,,
1627690699356270592,,
1627690698698035201,,
1627690696164487170,,
1627690692599218178,,https://t.co/V0r9GwzyCJ
1627690692439842819,,
1627690692284932096,,
1627690691919839232,,
1627690690854395904,,
1627690690825138176,,
1627690690128797699,,https://t.co/sbqt43gckb
1627690689994833921,,
1627690689571029002,,
1627690686962171907,,
1627690686001577985,,
1627690684621660167,,
1627690684558848000,,
1627690683191508992,,
1627690679244853250,,
1627690677361311744,,https://t.co/a9o…
1627690677323571203,,https://t.co/MkAOSIxp5L
1627690675851370498,,"https://t.co/YqxsHgUqbd, https://t.co/sLyR0qQonV, https://t.co/9M8djQtXCC, https://t.co/zb4TidfQR1, https://t.co/ty49vjZitF, https://t.co/XPbCd2ICpd"
1627690674924519425,,https://t.co/zYzBIawvqq
1627690673536114688,,
1627690672969981955,"#China, #carbon",https://t.co/4Zt40myMth
1627690672001286145,,https://t.co/WfYiEal1BN
1627690669106929668,,
1627690667555139584,,
1627690667341119490,,
1627690661049769988,,
1627690660739313665,,
1627690659242016769,,https://t.co/dwaWrjv2NL
1627690658893815810,,
1627690658461876229,,
1627690657677725698,,
1627690656457011202,,https://t.co/NZB44kkWwa
1627690655475462145,,
1627690654661849089,,
1627690654317903875,,
1627690649041477632,,
1627690648085176321,,
1627690647573364739,,
1627690646503841795,,
1627690643651952640,,
1627690642825523201,#Covid,
1627690641533681669,,https://t.co/MWnAj4UuRC
1627690641168781312,,
1627690641063903232,,
1627690639658811489,,
1627690639084093453,#France,https://t.co/HgIhavv6xM
1627690638744383489,,
1627690638668857351,,"https://t.co/suoNo9yflD, https://t.co/KaqPH5k0om"
1627690637477703680,,
1627690636936884224,,
1627690635586068480,,https://t.co/L…
1627690635401564162,#France,https://t.co/HgIhavv6xM
1627690634810216448,,
1627690633174417409,,
1627690633157652480,,
1627690632561950722,,
1627690632494911491,,https://t.co/EUmV9wmoVO
1627690632226430979,,
1627690631500791808,,https://t.co/bk0DGyX8Hb
1627690631437946882,#EnVivo,
1627690631014277121,,
1627690629755985920,,
1627690627491155969,,
1627690627033964551,,
1627690626107199489,,
1627690625515806720,,
1627690625112973314,,
1627690623066046465,,
1627690622944686081,,
1627690621954674689,,
1627690621342302209,,
1627690620952125444,,
1627690620734128131,,
1627690620352602113,,https://t.co/a9o…
1627690619429695490,,
1627690619299860480,,
1627690619178024961,,
1627690618746011654,,
1627690618263568387,,
1627690617747779589,#soignants,
1627690616154099713,,
1627690613591183360,,https://t.co/UlqJDiPEeN
1627690612735582209,,
1627690612290985984,,
1627690612244750336,,
1627690611191980032,,
1627690610135015424,,
1627690609312948227,,
1627690607622643712,,
1627690606184259584,,https://t.co/9QqZulTF4r
1627690605332529153,,
1627690603122245636,,https://t.co/UlqJDiPEeN
1627690603084500994,,
1627690600924422144,,
1627690598017941504,#Mast,
1627690597615128577,,https://t.co/4eH4RtiyuU
1627690596847714305,,
1627690596469993475,,
1627690596063186951,,
1627690595836723200,,
1627690595211698177,,
1627690594511323137,,
1627690593269809153,,https://t.co/UXkH9ScjdW
1627690592929972225,,
1627690592888029184,,
1627690590380118016,,
1627690589675192327,,
1627690587209224196,,
1627690586223394821,,
1627690586055794688,,https://t.co/fwkqLSJOn9
1627690585342582785,,
1627690583387959297,,
1627690583190867971,,
1627690582478028802,,
1627690581202796547,,
1627690580397416448,,
1627690580355735554,,
1627690579391029249,,https://t.co/3DDB05XTjd
1627690577516003328,,
1627690577276948480,,https://t.co/EbDvsI1gWK
1627690576047923200,"#Salud, #Chihuahua",https://t.co/xVvQDjLKa3
1627690575452573699,,
1627690573854384131,,
1627690572931629057,,
1627690572906643456,,https://t.co/V0r9GwzyCJ
1627690571669344262,,
1627690566778597378,,
1627690566531031042,,
1627690566099128321,,
1627690566015397890,,
1627690565931266053,,
1627690565113372673,,
1627690563020496899,,
1627690559736258560,,
1627690559732162560,,https://…
1627690559535042561,,
1627690559518257153,,
1627690558150803457,,
1627690556829712385,#CarnavalesSeguros2023,
1627690556611756032,,https://t.co/QCPJCiR6wK
1627690556502736896,,
1627690556045361153,,
1627690555533668352,,
1627690554351050752,,
1627690554183102466,,
1627690553981771777,#Las5MentirasDePetro,
1627690552337608705,,
1627690552257904642,,https://t.co/1QIozSDDK1
1627690552119513089,,
1627690551158898764,,
1627690550211010560,,https://t.co/MJp4uWaX0P
1627690549288353800,,https://t.co/nRcApIMlJH
1627690547833081856,,
1627690546838835200,,
1627690546167676929,,https://t.co/F…
1627690545203093510,,
1627690543659507714,,"https://t.me/LeFacteurCanal/5684, https://t.co/zGETZgI6kZ"
1627690541709156354,,
1627690540597940224,"#UddhavThackeray, #EknathShinde",
1627690540505477121,,
1627690538974724097,,"https://t.co/iPTDsRJmkn, https://t.co/ccqZ65bFQV"
1627690538429464577,,
1627690538198777858,,
1627690537124782086,,
1627690535686230019,,https://t.co/rffs7yjMuL
1627690535388340229,,
1627690533886779392,,
1627690531311570944,,
1627690531164917760,,
1627690530007093254,,
1627690527050305536,,https://t.co/VuMgE0oa5g
1627690524457984002,,
1627690524432891906,,
1627690524361588740,,
1627690523665260544,,
1627690522587406336,,
1627690518741233665,,
1627690517021483009,,https://t.co/F…
1627690516908310532,,
1627690515952029697,,
1627690514987331585,,"https://t.co/vW8CUdcTVC, https://t.co/XezU…"
1627690512697249793,,
1627690512013565952,,
1627690510629347330,,
1627690510021189633,,
1627690508817408002,"#Gogeta, #THE, #COVID, #Toulouse",https://t.co/9p2KOjLA0n
1627690508226265088,,
1627690507102035970,,
1627690505533284352,,https://t.co/2UbUYnWGLO
1627690504509857793,,https://t.co/aFHkYsjKjB
1627690503318667264,,
1627690502660259842,,
1627690500521136130,,
1627690499506159616,#France,https://t.co/jmNvq070Rb
1627690499434811400,"#cancers, #covidvaccines",https://t.co/Ey5fcYzCWH
1627690497635491844,,
1627690496788246529,,
1627690496763088897,,
1627690496700317697,,
1627690496641597440,,
1627690496624558082,,
1627690495471235072,,
1627690494930178048,"#Midazolam, #NG163, #CrimesAgainstHumanity, #Nuremberg2, #ToriesCostLives, #Agenda2030, #Midazolam, #NG163",https://t.co/NK6fgy…
1627690492841406464,,
1627690492556083202,,
1627690492023476224,,
1627690491184660480,,
1627690491155300352,,
1627690490077257728,,
1627690489981054977,,
1627690489100255234,,
1627690486096924679,,
1627690485736259585,#FestivalDeCarnavales20,
1627690485404893188,,https://t.co/CpxQl8…
1627690485039996933,,
1627690484394078208,,
1627690484071006208,,https://t.co/OOsUlutBc4
1627690483223764992,,
1627690481319837697,,
1627690480690507777,,
1627690480325517312,,
1627690479851544579,,https://t.co/a9o…
1627690478778068992,,https://t.co/qoM6kmRTPL
1627690478719352833,,
1627690476999675904,,
1627690472134086660,,
1627690471500677122,,https://t.co/FDQikJEpvO
1627690471299469319,,
1627690471022825472,"#RailwayNewRojgarDo, #RailwayNewRojgarDo",
1627690470175305729,,
1627690468757868545,,https://t.co/6Whb1ByuV0
1627690468585664513,,
1627690467570683910,,
1627690467180814349,,
1627690465515520000,,
1627690464521383936,,https://t.co/UXkH9ScjdW
1627690464215449600,,
1627690463997165572,,
1627690463468695555,,
1627690463380574210,,
1627690461707001856,,
1627690461195272192,,
1627690459769323522,,
1627690458565562371,,
1627690458259288066,,
1627690456837390337,,
1627690456292249601,"#FoodCrisis, #Brexit, #UkraineRussiaWar, #ClimateEmergency, #Co",
1627690455189028864,"#Covid, #Vaccine",
1627690455105257474,,https://t.co/x31rtouwke
1627690455100977152,,
1627690455029940225,,
1627690454983622656,,
1627690451489935361,,
1627690451024084997,,
1627690447773597696,,https://t.co/UlqJDiPEeN
1627690446804639744,,
1627690445781499905,,
1627690445638606849,,
1627690443478638592,,
1627690442962632705,,
1627690442782302216,,
1627690442027327490,,
1627690440941006848,,
1627690440727097346,,
1627690440039301127,,
1627690439691190274,,
1627690438936391684,,https://t.co/QCPJCiR6wK
1627690437019303936,,
1627690436155301889,,
1627690436092387333,,
1627690431742898184,#LongCovid,https://t.co/Lh31auty3h
1627690430065176576,,
1627690429914259457,,
1627690429750599690,,
1627690429654212610,,
1627690428664320000,,https://t.co/InnMtsIMJo
1627690428219678723,,
1627690425703071745,,
1627690425602695169,,
1627690425153626114,,
1627690425103581184,"#Hermès, #Covid, #China",
1627690425073926157,,
1627690425036288001,,
1627690424931418112,,
1627690423790477315,,https://t.co/PDx7GqR98v
1627690423190802432,,
1627690422838370309,,
1627690421135474688,,https://t.co/OzAS0HI37D
1627690421081055237,,
1627690419839553537,,
1627690418992304131,,
1627690418119888897,,
1627690417180274688,,
1627690416547184641,,
1627690416165249024,,
1627690414818922497,"#BuenosDiasPuebla, #Puebla, #COVID19, #PorPueb",
1627690414429073410,,
1627690413187293192,,https://t.co/X565c1pUTQ
1627690412730368002,,
1627690412042223616,,
1627690412029911047,,
1627690411366948867,,
1627690411329302528,,
1627690408758083584,,
1627690408275808259,,
1627690408095649794,,https://t.co/V0r9GwzyCJ
1627690404274479115,,
1627690403817218048,"#Singapore, #DiedSuddenly, #VaccineDeaths","https://t.co/3dLhIO38ia, https://t.co/gqNFxO1eNp"
1627690403204943873,,
1627690401544146944,,
1627690401325895682,,
1627690400654786566,,
1627690400210370560,,
1627690397265698816,,
1627690397093724161,,
1627690395093065728,,
1627690393662791680,,
1627690393134329858,#VonDerLeyen,
1627690392073248770,,https://t.co/2UbUYnWGLO
1627690391288913920,,
1627690390437482496,,
1627690390206685184,,
1627690389653053445,,
1627690388097056770,,https://t.co/iC8UVK5VEa
1627690385957965825,,
1627690384523509762,,
1627690383483215874,,
1627690383202304000,,
1627690381289885696,,
1627690380408893441,,
1627690377883840513,,https://t.co/UXkH9ScjdW
1627690376722018306,,
1627690375207944192,,
1627690373555388417,,
1627690373240725506,,
1627690373077245952,,
1627690372699770881,,https://t.co/npSGSp5U8l
1627690372234108929,,
1627690369998618625,,
1627690368677429248,"#BigPharma, #Pfizer, #Medien",
1627690368543121408,,
1627690367855255553,,https://t.co/iC8UVK5VEa
1627690365649137673,#FestivalDeCarnavales2023,
1627690363459624964,,
1627690361840627712,,
1627690359940587520,,https://t.co/kOmW1ajtCv
1627690356157583360,,
1627690354886512643,,
1627690354508984323,,
1627690354454548481,,
1627690354064642048,,
1627690352902565891,,
1627690351312994308,,
1627690350948261889,,https://t.co/ZEXsmYHTyu
1627690350138499072,,
1627690349953966081,#longCOVID,
1627690343578697729,,
1627690341548666881,,
1627690340802076675,,
1627690337580855296,,
1627690337232687112,,https://t.co/eArVvoZKma
1627690335609528325,,
1627690333889871872,,
1627690333541748738,,
1627690333252222985,,
1627690333160214528,,
1627690332149145600,,
1627690331922657281,,
1627690331864174592,,
1627690330987298816,,
1627690330660212736,,
1627690329976541184,,
1627690328508473347,,
1627690328504545280,,
1627690328294625282,,
1627690328206544896,,
1627690327547969538,#France,https://t.co/HgIhavv6xM
1627690326969180160,#Fin2209,
1627690324830089221,,
1627690322280022016,#France,https://t.co/HgIhavv6xM
1627690321776726021,,https://t.co/…
1627690320996573184,,https://t.co/iC8UVK5VEa
1627690317926342658,,https://t.co/V0r9GwzyCJ
1627690317800689664,,
1627690314428284928,,
1627690313631559680,,
1627690313471893505,,"https://t.co/QLP1VVUbVR, https://t.co/BOJEqKUuKC"
1627690311794270209,,
1627690306647851008,,
1627690306308300803,,
1627690304798339074,,
1627690304416489472,,https://…
1627690304391245824,"#USMEF, #USBeef, #BeefCheckoff",https://t.co/IBXkUpMMZo
1627690300352401408,,
1627690300323033088,,
1627690299748147201,#France,https://t.co/HgIhavv6xM
1627690298204618754,,
1627690296778661893,,
1627690296732692480,,
1627690295444877313,,
1627690294341734404,,
1627690294312402946,,https://t.co/VufuqFp6fK
1627690294144532481,,https://t.co/eArVvoZKma
1627690293280620545,"#COVID19, #education, #children, #school",https://t.co/rnpM4aBrEX
1627690293037334529,,
1627690292202848256,,
1627690291791642625,,
1627690290579382274,,
1627690289065299968,,
1627690288926826496,,
1627690287819591680,,
1627690287345827840,,https://t.co/S08uraQNVF
1627690284594130945,,https://t.co/a9o…
1627690284271415297,,
1627690283998617605,,
1627690283918925828,,
1627690283633885185,,
1627690283222593542,,https://t.co/1kuzU1…
1627690281482047496,,https://t.co/G6PXjuOmUD
1627690280509128705,,
1627690278466224128,,
1627690278386651137,,https://t.co/FnpjYDZvm9
1627690278135164929,"#Covid, #longcovid, #lung",
1627690274628702208,,
1627690274494218240,#covid,
1627690273269489664,,
1627690273076613127,"#Gogeta, #THE, #COVID, #Toulouse",https://t.co/5QDhcd7bBA
1627690272749662208,,
1627690270904012804,,https://t.co/CoxAtCEIRj
1627690270539014145,#covid,
1627690269939204097,,
1627690266822955008,,https://t.co/Te6a6lkyP9
1627690266453843970,,
1627690265925263363,,
1627690265791062017,,
1627690265656844289,,
1627690265237397512,,
1627690265098985472,#FestivalDeCarnavales20,
1627690264155267072,,
1627690263790383104,,
1627690263320616967,#Nacional,https://t.co/8ggox1Arx5
1627690262792179713,,
1627690262527897600,,
1627690262322454528,,
1627690260917370881,,https://t.co/Orz…
1627690260099375108,,
1627690257859678210,,https://t.co/0EyFW1bGex
1627690257427619840,,
1627690256102293504,,
1627690255619969025,,
1627690253237596161,,
1627690252826451969,,
1627690252692324352,"#TipsDePrevencion, #COVID19",
1627690251148836871,,
1627690250574102533,,
1627690250121228288,,
1627690250041704448,,
1627690249504624641,,https://t.co/C63ObHJ91J
1627690245150896131,,
1627690244316209161,#covid,
1627690243708035072,,
1627690243515371527,,
1627690243410231304,#France,https://t.co/HgIhavv6xM
1627690243242741761,,
1627690243225706497,,
1627690243070611460,,
1627690242449833985,,
1627690236938420224,,
1627690235583684611,#NHS,
1627690235172896768,,
1627690234132713473,,
1627690233922830338,,
1627690233717264385,,
1627690233138479104,,https://t.co/jC1X9nO1Bi
1627690232966414337,,
1627690232815517696,,
1627690230915399680,,
1627690230332489729,,
1627690230139727873,,
1627690229573251073,,https://t.co/U7xWsg7Y6p
1627690229086683136,,
1627690228038131718,,
1627690227476168705,,
1627690226461048833,,
1627690226146545665,,
1627690225672781826,,
1627690225613897728,#FestivalDeCarnavales20,
1627690225500581889,,
1627690225056075777,,https://t.co/kAUgHap2D3
1627690224011681793,,
1627690223680323584,,
1627690220748414977,,
1627690220362555403,,
1627690220228595713,,
1627690219658006530,#longcovid,
1627690219607556102,,
1627690218307616769,,
1627690217825095683,,
1627690217141305344,,
1627690216768290817,,
1627690216122089473,,
1627690215836995586,,
1627690215807791104,,
1627690215253987330,,
1627690214641528833,,
1627690214402453505,,
1627690213811134464,,
1627690213123260416,,
1627690211588075520,,
1627690209935597574,#Covid,
1627690209411301376,,https://t.co/LKaAzpKW9y
1627690207284969473,,
1627690207234633733,"#Enforcement, #Rayagada_Police, #traffic",https://t.co/jsJo2YES2z
1627690207058223105,,
1627690206970146816,,
1627690206626291712,,
1627690205883822080,,
1627690205741305857,,https://t.co/qTHGYm4JpH
1627690205573521408,#Covid,
1627690205443506178,,
1627690205300813824,,
1627690204898242566,,https://t.co/azDeGSmpyq
1627690204877189123,,
1627690204583833601,,
1627690203816288257,,
1627690203346309121,,https://t.co/akv3mhCLTO
1627690203082113025,,
1627690202214076416,,https://t.co/1kuzU1Egpb
1627690201739829250,,
1627690198950617091,,
1627690198585733125,,
1627690197625315331,,
1627690197059276801,,
1627690197033820161,,https://t.co/2djW90Mk1t
1627690196602093568,,
1627690196241158144,,
1627690194903105536,,
1627690194836004866,,
1627690194139840513,,
1627690193787539462,,
1627690193313562625,,
1627690189077327872,,https://t.co/aqStpKnHre
1627690188725190663,,
1627690188578377729,,
1627690188087459845,,
1627690186766155778,,https://t.co/UlqJDiPEeN
1627690185675751426,,
1627690185063366658,,
1627690183746326530,,https://t.co/2UbUYnWGLO
1627690183176093696,,
1627690182739722240,,
1627690181510807552,,
1627690181477429253,,
1627690180122402818,,https://t.co/AWaOZHNYyT
1627690179296124934,,
1627690178901860354,,
1627690178356695041,,
1627690178251743235,,
1627690177811345408,,
1627690176217481219,,
1627690176062574593,,
1627690174628114432,,
1627690174397177859,,
1627690171083653121,,
1627690169661894656,#covid,https://t.co/WwdiVXVPLV
1627690168823042048,,
1627690168726478849,,
1627690167405367299,,
1627690167313072130,,
1627690166906224644,#COVID,
1627690166566387713,,https://t.co/lO0jgRge0L
1627690166222462978,,
1627690165941506049,,
1627690165606182912,,
1627690163596939266,,
1627690163240333312,#DFFull,
1627690159712923654,#France,https://t.co/HgIhavv6xM
1627690159633211394,,
1627690158521978880,,
1627690157708136449,"#COVIDVACCINE, #BigPharma, #dieds",
1627690157506719744,,
1627690154302312448,,
1627690151274065922,,
1627690150745497601,,
1627690148556161025,"#Salud, #Chihuahua",https://t.co/xVvQDjLKa3
1627690148291923969,,
1627690148258349065,,
1627690147235139586,,
1627690147046215682,"#Gogeta, #THE, #COVID, #Toulouse",https://t.co/NhBvD3bzKH
1627690141371494400,,
1627690139899117572,,
1627690138464665601,,
1627690137600593920,,
1627690137558687745,,
1627690136866521088,,https://t.co/TmTpM4qFVb
1627690135478505473,,
1627690134136098818,,
1627690133515538433,,
1627690129446907904,,
1627690128545128451,,
1627690127265767424,,
1627690126850621440,,
1627690126464671748,,
1627690125554511872,"#SteveBarclay, #Evusheld, #forgotten500k",https://t.co/B0Kdnhva3z
1627690125034663939,,
1627690123713212419,,
1627690122585030657,,
1627690122287226881,,
1627690121662177281,,
1627690120810831875,,
1627690120378740736,,
1627690120211046400,"#Tampico, #Tamaulipas",
1627690120118763520,#FestivalDeCarnavales20,
1627690118298361857,,
1627690118218911744,,
1627690118038290433,,
1627690117677850624,,
1627690116352294912,#txlege,https://t.co/gUZhEcvDt0
1627690116226457604,,
1627690115131748358,"#ATENCIÓN, #SistemaPatria, #CarnetDeLaPatria, #16Feb",
1627690114708013059,,https://t.co/sOsa9AEhW5
1627690114699624450,,
1627690114464862212,,
1627690112850006017,,
1627690110450900993,,https://t.co/A6vZnNiKMV
1627690110350393345,,
1627690108785655808,,https://t.co/Z98M8HdMSl
1627690108685283329,,
1627690108446015488,,
1627690108232269824,,https://t.co/7wYrJeoc1z
1627690107368050689,,https://t.co/G2NskWKDCk
1627690105354715137,,https://t.co/7emKAs8Dxn
1627690105161777152,#MIRONEWS,
1627690103026900993,,
1627690102116827138,,
1627690100153802755,,
1627690099268898818,,
1627690098853572613,,https://t.co/WRGYI5YUlI
1627690097830240261,,https://t.co/n5601Fn17s
1627690097377447937,,
1627690095997251585,,
1627690095506767872,"#RailwayNewRojgarDo, #RailwayNewRojgarDo",
1627690094621773824,,
1627690094462177282,,
1627690093757583366,,
1627690092579135488,,
1627690090846732293,,
1627690089491976194,,
1627690087852163073,,
1627690087692509184,,
1627690086853754880,,
1627690084748214272,,
1627690081589813252,,
1627690081057181696,#soignants,
1627690080096624649,,
1627690079589203976,,
1627690077663928320,,
1627690077504643077,,
1627690076783382528,,
1627690075722248192,,
1627690075059372035,,
1627690074631536641,,
1627690074149101569,,https://t.co/doiNk8kSYp
1627690073121599488,"#COVIDVACCINE, #BigPharma, #dieds",
1627690072739917828,,
1627690072454709252,,
1627690071569711104,,
1627690069199814656,,https://…
1627690068881158147,,https://t.co/UlqJDiPEeN
1627690068524806144,,
1627690068407382021,,
1627690067853549576,,
1627690067811508224,,
1627690067761168391,,
1627690065232121856,,
1627690064896557061,,
1627690064644915200,#LongCo,
1627690063793381376,,
1627690062497591303,,
1627690060567965696,,
1627690059511271424,,
1627690058625974274,,
1627690058219237377,,
1627690057850322951,,
1627690057531539459,,
1627690057493622789,,https://t.co/NatB8Y4NXe
1627690057359294466,,
1627690055396384768,,
1627690054658273284,,https://t.co/8J5d6TCpZZ
1627690053152526338,,
1627690050116026368,,https://t.co/VufuqFp6fK
1627690047414718466,,"https://t.co/140whgetaY, https://t.co/1p3T8LK5mT"
1627690047066542083,,
1627690044940075008,,
1627690043849465856,,https://t.co/UlqJDiPEeN
1627690041571962884,,https://t.co/aF2WX8wh80
1627690039843950592,,https://t.co/v3Syp20NLp
1627690039592222721,,
1627690039344869380,,
1627690039307128834,,
1627690039269539840,,
1627690039072198657,,
1627690037994463233,,
1627690037474168837,,
1627690037365166083,,
1627690036568395779,,"https://t.co/WXYANOd730, https://t.co/pcMg1KJEv3"
1627690036539035648,,
1627690030520012801,,"https://t.co/G5GwWvdV2q, https://t.co/piFoslg0p4"
1627690030516035586,,
1627690029739802624,,
1627690029286887424,,
1627690028078927878,,
1627690027084836865,,
1627690026225258503,#Salud,https://t.co/rVuKAD05yf
1627690025625260035,,
1627690025013096449,"#UddhavThackeray, #EknathShinde",
1627690023918116868,,https://t.co/eArVvoZKma
1627690023716851713,,
1627690023612030976,,"https://t.co/TNiolu2GQn, https://t.co/B363G6sy83"
1627690022546849793,,
1627690021892284421,,
1627690021544411136,,
1627690019371581440,,"https://t.co/e0ML5zt0Nq, https://t.co/U7RKaadQGW"
1627690018092220416,,
1627690016666226688,,
1627690015231774727,,
1627690013705093122,,
1627690013478592512,,
1627690012589322241,,
1627690010433429509,"#monaco, #monacolife_, #monacomontecarlo, #monaconews, #mymonaco",https://t.co/V7aWkZBKQB
1627690009989107713,,
1627690009292578816,,"https://t.co/lPeZOAaWhu, https://t.co/5IcvyT8spr"
1627690008860672006,#FestivalDeCarnavales2023,
1627690008193777669,,
1627690006012649475,,
1627690004620234752,,
1627690004200964096,,
1627690004003581953,#FestivalDeCarnavales20,
1627690002711707650,,
1627690002661404674,,
1627690002409824257,,
1627689999821946882,,
1627689999020838912,,
1627689997506584576,#soignants,
1627689995480735745,,
1627689995157766145,,
1627689995095113728,,
1627689994922954752,,
1627689992792293378,,
1627689991584317446,,https://t.co/R4I8piCLMN
1627689990661480451,,
1627689989776773120,"#COVID19, #covid, #México, #Mexico",
1627689987633483776,,
1627689986677178369,,
1627689986244870147,,
1627689983976013824,,
1627689983325933577,,
1627689982860353536,,https://t.co/ctWB63iMge
1627689981257871360,,
1627689980712689666,#SoignantsSus,
1627689980603629569,,
1627689977201950721,,
1627689973767102471,,
1627689973037305856,#WomenAgainstUCP,
1627689971724189698,"#COVIDVACCINE, #BigPharma, #dieds",
1627689971455873024,,
1627689971284062208,,
1627689970180796421,,
1627689970071662592,,
1627689969824268289,,
1627689969635545091,,
1627689968742150145,#FestivalDeCarnavales2023,
1627689968578486272,,
1627689966674366464,,https://t.co/4SGKKRfYBQ
1627689966473035777,,
1627689964543803394,,https://t.co/uX5w1aaxaV
1627689962991656967,,
1627689959661481988,#FestivalDeCarnavales20,
1627689957140856832,,
1627689956985503744,,
1627689955135836164,,
1627689953671913472,,
1627689952426311681,,
1627689952032002048,,
1627689950304141314,,https://t.co/vHyWSLSE4D
1627689947498008578,#LongCovid,
1627689947246231552,,
1627689946071937027,,
1627689945447141376,,
